player,tournament,date,season,n_rounds,sg_putt,sg_total
Kevin Streelman,The Northern Trust,2017-08-27,2017,2,-2.27,-6
Kevin Tway,The Northern Trust,2017-08-27,2017,4,0.94,-0.01
Luke Donald,The Northern Trust,2017-08-27,2017,4,0.32,-0.26
Lucas Glover,The Northern Trust,2017-08-27,2017,4,-0.76,0.24
Luke List,The Northern Trust,2017-08-27,2017,4,-1.59,0.49
Louis Oosthuizen,The Northern Trust,2017-08-27,2017,4,0.64,1.99
Martin Flores,The Northern Trust,2017-08-27,2017,4,-0.22,0.49
Morgan Hoffmann,The Northern Trust,2017-08-27,2017,4,-0.11,-1.26
Mackenzie Hughes,The Northern Trust,2017-08-27,2017,4,1.03,-0.76
Michael Kim,The Northern Trust,2017-08-27,2017,2,1.43,-2.5
Matt Kuchar,The Northern Trust,2017-08-27,2017,4,1,1.99
Martin Laird,The Northern Trust,2017-08-27,2017,4,1.41,1.49
Marc Leishman,The Northern Trust,2017-08-27,2017,2,-1.84,-0.5
Nick Taylor,The Northern Trust,2017-08-27,2017,2,-2.36,-5
Nick Watney,The Northern Trust,2017-08-27,2017,2,-1.21,-1
Ollie Schniederjans,The Northern Trust,2017-08-27,2017,2,-0.47,-3
Patrick Cantlay,The Northern Trust,2017-08-27,2017,4,-0.72,1.99
Paul Casey,The Northern Trust,2017-08-27,2017,4,0.17,2.49
Patton Kizzire,The Northern Trust,2017-08-27,2017,2,-3.06,-2.5
Phil Mickelson,The Northern Trust,2017-08-27,2017,4,0.51,-0.51
Pat Perez,The Northern Trust,2017-08-27,2017,4,0.18,0.49
Patrick Reed,The Northern Trust,2017-08-27,2017,4,0.28,1.49
Patrick Rodgers,The Northern Trust,2017-08-27,2017,2,0.21,-2
Ryan Blaum,The Northern Trust,2017-08-27,2017,4,-0.51,-0.76
Rafa Cabrera Bello,The Northern Trust,2017-08-27,2017,2,-2.35,-4.5
Rickie Fowler,The Northern Trust,2017-08-27,2017,4,0.56,1.49
Robert Garrigus,The Northern Trust,2017-08-27,2017,2,-0.67,-1
Russell Henley,The Northern Trust,2017-08-27,2017,4,-0.12,1.24
Russell Knox,The Northern Trust,2017-08-27,2017,2,-2.07,-3.5
Rory McIlroy,The Northern Trust,2017-08-27,2017,4,0.31,0.49
Ryan Moore,The Northern Trust,2017-08-27,2017,4,-0.4,-0.26
Rod Pampling,The Northern Trust,2017-08-27,2017,4,0.73,-0.51
Rory Sabbatini,The Northern Trust,2017-08-27,2017,2,-2.5,-1.5
Robert Streb,The Northern Trust,2017-08-27,2017,4,0.96,1.99
Richy Werenski,The Northern Trust,2017-08-27,2017,4,0.58,-0.26
Scott Brown,The Northern Trust,2017-08-27,2017,4,0.63,1.24
Stewart Cink,The Northern Trust,2017-08-27,2017,2,-0.56,-1.5
Sung Kang,The Northern Trust,2017-08-27,2017,2,0.53,-1
Si Woo Kim,The Northern Trust,2017-08-27,2017,4,-0.38,-0.01
Seung-Yul Noh,The Northern Trust,2017-08-27,2017,2,0.34,-0.5
Sean O'Hair,The Northern Trust,2017-08-27,2017,4,-0.89,-2.01
Scott Stallings,The Northern Trust,2017-08-27,2017,4,0.29,-0.01
Steve Stricker,The Northern Trust,2017-08-27,2017,2,-0.23,-1
Tony Finau,The Northern Trust,2017-08-27,2017,4,-1.48,-0.51
Tyrone Van Aswegen,The Northern Trust,2017-08-27,2017,2,1.66,-0.5
Vaughn Taylor,The Northern Trust,2017-08-27,2017,4,0.72,-0.01
Wesley Bryan,The Northern Trust,2017-08-27,2017,4,0.45,-0.51
Whee Kim,The Northern Trust,2017-08-27,2017,4,0.65,0.49
William McGirt,The Northern Trust,2017-08-27,2017,4,-1.18,-0.51
Webb Simpson,The Northern Trust,2017-08-27,2017,4,0.61,2.24
Xander Schauffele,The Northern Trust,2017-08-27,2017,4,0.36,1.74
Zach Johnson,The Northern Trust,2017-08-27,2017,2,-0.39,-0.5
Arjun Atwal,Wyndham Championship,2017-08-20,2017,2,0.37,-1.75
Aaron Baddeley,Wyndham Championship,2017-08-20,2017,2,0.78,-0.76
Alex Cejka,Wyndham Championship,2017-08-20,2017,2,-1.28,-1.75
Andres Gonzales,Wyndham Championship,2017-08-20,2017,4,0.5,0.59
Anirban Lahiri,Wyndham Championship,2017-08-20,2017,4,-0.07,1.09
Andrew Loupe,Wyndham Championship,2017-08-20,2017,2,-0.79,-2.25
Andres Romero,Wyndham Championship,2017-08-20,2017,2,-1.17,-0.75
Byeong Hun An,Wyndham Championship,2017-08-20,2017,2,-2.52,-3.25
Blayne Barber,Wyndham Championship,2017-08-20,2017,4,-0.77,-0.41
Bud Cauley,Wyndham Championship,2017-08-20,2017,4,-1.04,0.59
Ben Crane,Wyndham Championship,2017-08-20,2017,4,0.21,0.84
Brian Davis,Wyndham Championship,2017-08-20,2017,2,-0.73,-3.75
Brendon De Jonge,Wyndham Championship,2017-08-20,2017,2,-0.18,-1.25
Brian Gay,Wyndham Championship,2017-08-20,2017,4,0.71,0.34
Bill Haas,Wyndham Championship,2017-08-20,2017,2,-0.38,-0.76
Brandon Hagy,Wyndham Championship,2017-08-20,2017,2,1.31,-1.26
Billy Horschel,Wyndham Championship,2017-08-20,2017,4,-0.09,0.09
Ben Martin,Wyndham Championship,2017-08-20,2017,2,-1.35,1.56
Brett Stegmaier,Wyndham Championship,2017-08-20,2017,2,-1.83,-1.76
Brian Stuard,Wyndham Championship,2017-08-20,2017,2,-1,-1.75
Chad Campbell,Wyndham Championship,2017-08-20,2017,4,-1.18,0.59
Chad Collins,Wyndham Championship,2017-08-20,2017,2,-0.77,-2.25
Cody Gribble,Wyndham Championship,2017-08-20,2017,2,0.71,-3.75
Chesson Hadley,Wyndham Championship,2017-08-20,2017,2,-0.56,-1.75
C.T. Pan,Wyndham Championship,2017-08-20,2017,4,-0.57,-0.16
Cameron Percy,Wyndham Championship,2017-08-20,2017,2,-0.95,-1.25
Carl Pettersson,Wyndham Championship,2017-08-20,2017,2,-1.37,-3.75
Chez Reavie,Wyndham Championship,2017-08-20,2017,4,0.74,0.84
Cameron Smith,Wyndham Championship,2017-08-20,2017,4,0.5,2.59
Chris Stroud,Wyndham Championship,2017-08-20,2017,2,-1.29,-0.75
Cameron Tringale,Wyndham Championship,2017-08-20,2017,2,-0.35,-0.75
Camilo Villegas,Wyndham Championship,2017-08-20,2017,4,2.15,1.59
Derek Fathauer,Wyndham Championship,2017-08-20,2017,1,-1.47,-3.44
David Hearn,Wyndham Championship,2017-08-20,2017,4,-0.26,-0.41
Danny Lee,Wyndham Championship,2017-08-20,2017,2,-1.53,-1.75
Davis Love III,Wyndham Championship,2017-08-20,2017,4,0.58,2.34
D.A. Points,Wyndham Championship,2017-08-20,2017,4,-0.28,-0.66
Daniel Summerhays,Wyndham Championship,2017-08-20,2017,2,-0.17,-1.25
Ernie Els,Wyndham Championship,2017-08-20,2017,1,0.12,-2.44
Emiliano Grillo,Wyndham Championship,2017-08-20,2017,2,-2.19,-1.75
Greg Chalmers,Wyndham Championship,2017-08-20,2017,2,-1.14,-1.75
Graeme McDowell,Wyndham Championship,2017-08-20,2017,2,0.7,-0.76
Grayson Murray,Wyndham Championship,2017-08-20,2017,2,-2.11,-0.25
Geoff Ogilvy,Wyndham Championship,2017-08-20,2017,4,0.37,1.59
Harris English,Wyndham Championship,2017-08-20,2017,4,0.03,0.34
Hao-Tong Li,Wyndham Championship,2017-08-20,2017,2,-0.93,-1.25
Hunter Mahan,Wyndham Championship,2017-08-20,2017,4,1.86,1.59
Henrik Stenson,Wyndham Championship,2017-08-20,2017,4,2.21,4.34
Harold Varner III,Wyndham Championship,2017-08-20,2017,4,-0.27,2.34
Jonas Blixt,Wyndham Championship,2017-08-20,2017,2,1.6,-0.25
Jason Bohn,Wyndham Championship,2017-08-20,2017,2,-2.24,-3.75
Jonathan Byrd,Wyndham Championship,2017-08-20,2017,4,0.08,0.84
Joel Dahmen,Wyndham Championship,2017-08-20,2017,4,0.18,0.59
Jason Dufner,Wyndham Championship,2017-08-20,2017,4,-0.94,1.84
Julian Etulain,Wyndham Championship,2017-08-20,2017,4,1.07,1.09
James Hahn,Wyndham Championship,2017-08-20,2017,2,-0.28,-2.75
J.J. Henry,Wyndham Championship,2017-08-20,2017,4,-0.2,1.59
John Huh,Wyndham Championship,2017-08-20,2017,4,1.2,0.09
Jason Kokrak,Wyndham Championship,2017-08-20,2017,4,0.33,1.59
J.T. Poston,Wyndham Championship,2017-08-20,2017,4,-0.08,0.34
Jonathan Randolph,Wyndham Championship,2017-08-20,2017,2,-0.6,-1.42
J.J. Spaun,Wyndham Championship,2017-08-20,2017,4,-0.23,1.59
Johnson Wagner,Wyndham Championship,2017-08-20,2017,4,-0.21,1.34
Keegan Bradley,Wyndham Championship,2017-08-20,2017,4,0.62,0.59
K.J. Choi,Wyndham Championship,2017-08-20,2017,4,0.59,1.09
Ken Duke,Wyndham Championship,2017-08-20,2017,2,-1.53,-1.09
Kevin Kisner,Wyndham Championship,2017-08-20,2017,4,1.05,0.59
Kevin Na,Wyndham Championship,2017-08-20,2017,4,1.38,3.09
Kyle Reifers,Wyndham Championship,2017-08-20,2017,2,-0.73,-4.75
Kyle Stanley,Wyndham Championship,2017-08-20,2017,2,-3.08,-0.25
Kevin Streelman,Wyndham Championship,2017-08-20,2017,4,-0.53,-1.16
Kevin Tway,Wyndham Championship,2017-08-20,2017,2,-0.8,-0.25
Luke Donald,Wyndham Championship,2017-08-20,2017,2,0.91,-0.75
Lucas Glover,Wyndham Championship,2017-08-20,2017,4,-0.25,1.09
Mark Anderson,Wyndham Championship,2017-08-20,2017,2,0.55,-1.25
Matt Every,Wyndham Championship,2017-08-20,2017,4,0.44,2.09
Martin Flores,Wyndham Championship,2017-08-20,2017,4,0.49,2.59
Morgan Hoffmann,Wyndham Championship,2017-08-20,2017,4,0.26,0.84
Max Homa,Wyndham Championship,2017-08-20,2017,2,-0.94,-8.25
Mark Hubbard,Wyndham Championship,2017-08-20,2017,4,-0.2,1.34
Matt Jones,Wyndham Championship,2017-08-20,2017,2,0.39,-1.25
Michael Kim,Wyndham Championship,2017-08-20,2017,4,-1.71,-0.41
Martin Laird,Wyndham Championship,2017-08-20,2017,1,2.23,2.56
Mark Wilson,Wyndham Championship,2017-08-20,2017,4,1.06,-0.41
Nicholas Lindheim,Wyndham Championship,2017-08-20,2017,2,0.84,-2.75
Nick Taylor,Wyndham Championship,2017-08-20,2017,4,1.22,0.34
Nick Watney,Wyndham Championship,2017-08-20,2017,2,-0.31,-1.25
Ollie Schniederjans,Wyndham Championship,2017-08-20,2017,4,1.82,4.09
Padraig Harrington,Wyndham Championship,2017-08-20,2017,2,-0.26,-1.09
Patton Kizzire,Wyndham Championship,2017-08-20,2017,4,-0.33,1.34
Peter Malnati,Wyndham Championship,2017-08-20,2017,4,1,0.34
Ryan Armour,Wyndham Championship,2017-08-20,2017,4,1.8,3.09
Ricky Barnes,Wyndham Championship,2017-08-20,2017,4,1.02,1.59
Ryan Blaum,Wyndham Championship,2017-08-20,2017,2,-0.8,-2.25
Ryan Brehm,Wyndham Championship,2017-08-20,2017,4,-1.3,0.34
Roberto Castro,Wyndham Championship,2017-08-20,2017,4,1.54,1.09
Retief Goosen,Wyndham Championship,2017-08-20,2017,4,-0.65,0.59
Ryo Ishikawa,Wyndham Championship,2017-08-20,2017,4,0.51,0.59
Russell Knox,Wyndham Championship,2017-08-20,2017,4,-0.36,1.09
Ryan Moore,Wyndham Championship,2017-08-20,2017,4,-1.39,1.34
Ryan Palmer,Wyndham Championship,2017-08-20,2017,2,-3.36,-2.75
Rory Sabbatini,Wyndham Championship,2017-08-20,2017,4,0.69,3.09
Robert Streb,Wyndham Championship,2017-08-20,2017,4,-0.03,-1.16
Richy Werenski,Wyndham Championship,2017-08-20,2017,4,1.52,2.34
Stuart Appleby,Wyndham Championship,2017-08-20,2017,2,-0.71,-0.76
Steven Bowditch,Wyndham Championship,2017-08-20,2017,4,1.19,-0.41
Scott Brown,Wyndham Championship,2017-08-20,2017,2,0.85,-0.25
Sam Horsfield,Wyndham Championship,2017-08-20,2017,2,-2.24,-3.75
Smylie Kaufman,Wyndham Championship,2017-08-20,2017,2,-0.78,-1.25
Shane Lowry,Wyndham Championship,2017-08-20,2017,4,1.11,2.59
Sebastian Munoz,Wyndham Championship,2017-08-20,2017,2,-1.16,-1.75
Seung-Yul Noh,Wyndham Championship,2017-08-20,2017,2,0.63,-0.75
Seamus Power,Wyndham Championship,2017-08-20,2017,2,-0.47,-1.43
Sam Saunders,Wyndham Championship,2017-08-20,2017,4,-0.37,0.84
Scott Stallings,Wyndham Championship,2017-08-20,2017,2,-2.23,-1.75
Shawn Stefani,Wyndham Championship,2017-08-20,2017,2,0.27,-2.25
Tommy Gainey,Wyndham Championship,2017-08-20,2017,2,-1.16,-0.75
Tim Herron,Wyndham Championship,2017-08-20,2017,2,-0.88,-1.25
Tom Hoge,Wyndham Championship,2017-08-20,2017,2,-0.25,-1.75
Troy Merritt,Wyndham Championship,2017-08-20,2017,4,0.06,1.09
Trey Mullinax,Wyndham Championship,2017-08-20,2017,2,-0.69,-0.75
Ted Purdy,Wyndham Championship,2017-08-20,2017,2,-0.35,-0.75
Tyrone Van Aswegen,Wyndham Championship,2017-08-20,2017,4,-0.3,1.09
Tim Wilkinson,Wyndham Championship,2017-08-20,2017,4,-0.03,1.84
Vaughn Taylor,Wyndham Championship,2017-08-20,2017,4,-0.65,0.34
Whee Kim,Wyndham Championship,2017-08-20,2017,2,2.12,-3.25
William McGirt,Wyndham Championship,2017-08-20,2017,2,1.68,-1.75
Webb Simpson,Wyndham Championship,2017-08-20,2017,4,1.43,3.34
Y.E. Yang,Wyndham Championship,2017-08-20,2017,2,-1.25,-2.75
Zac Blair,Wyndham Championship,2017-08-20,2017,2,-1.53,-1.09
Alex Beach,PGA Championship,2017-08-13,2017,2,-3.62,-5.33
Adam Hadwin,PGA Championship,2017-08-13,2017,2,-1.51,-3.33
Anirban Lahiri,PGA Championship,2017-08-13,2017,4,-1.68,-1.66
Alexander Levy,PGA Championship,2017-08-13,2017,2,0.09,-0.33
Alexander Noren,PGA Championship,2017-08-13,2017,4,0.42,-0.66
Adam Scott,PGA Championship,2017-08-13,2017,4,-1.11,0.09
Andy Sullivan,PGA Championship,2017-08-13,2017,2,0.17,-1.83
Byeong Hun An,PGA Championship,2017-08-13,2017,4,-0.47,1.59
Bud Cauley,PGA Championship,2017-08-13,2017,4,0.38,1.34
Bryson DeChambeau,PGA Championship,2017-08-13,2017,4,0.78,1.34
Branden Grace,PGA Championship,2017-08-13,2017,2,-0.92,-1.33
Bill Haas,PGA Championship,2017-08-13,2017,4,0.06,0.59
Brian Harman,PGA Championship,2017-08-13,2017,4,0.55,2.09
Billy Horschel,PGA Championship,2017-08-13,2017,4,-0.19,0.84
Brooks Koepka,PGA Championship,2017-08-13,2017,4,-0.83,2.09
Brendan Steele,PGA Championship,2017-08-13,2017,2,-2.13,-0.83
Brandon Stone,PGA Championship,2017-08-13,2017,2,0.79,-5.33
Bubba Watson,PGA Championship,2017-08-13,2017,2,1.28,-0.33
Bernd Wiesberger,PGA Championship,2017-08-13,2017,2,-1.43,0.17
Cody Gribble,PGA Championship,2017-08-13,2017,4,0.47,-0.16
Charley Hoffman,PGA Championship,2017-08-13,2017,4,0.48,0.84
Charles Howell III,PGA Championship,2017-08-13,2017,4,-0.28,-1.16
Chris Kirk,PGA Championship,2017-08-13,2017,2,-2.06,-3.83
Chez Reavie,PGA Championship,2017-08-13,2017,4,-1,1.84
Charl Schwartzel,PGA Championship,2017-08-13,2017,4,-0.7,0.84
Cameron Smith,PGA Championship,2017-08-13,2017,2,-2.68,-4.33
Chris Stroud,PGA Championship,2017-08-13,2017,4,1.22,2.34
Daniel Berger,PGA Championship,2017-08-13,2017,2,-0.74,-0.33
Dylan Frittelli,PGA Championship,2017-08-13,2017,4,0.49,-0.16
Dustin Johnson,PGA Championship,2017-08-13,2017,4,-0.28,2.09
Danny Lee,PGA Championship,2017-08-13,2017,2,-0.44,-2.83
David Lingmerth,PGA Championship,2017-08-13,2017,4,0.59,-0.16
Davis Love III,PGA Championship,2017-08-13,2017,2,-0.84,-2.33
D.A. Points,PGA Championship,2017-08-13,2017,4,-0.05,0.59
Daniel Summerhays,PGA Championship,2017-08-13,2017,4,0.26,-0.91
Danny Willett,PGA Championship,2017-08-13,2017,2,0.97,-1.83
Ernie Els,PGA Championship,2017-08-13,2017,2,-0.38,-0.83
Emiliano Grillo,PGA Championship,2017-08-13,2017,2,-0.4,-1.83
Francesco Molinari,PGA Championship,2017-08-13,2017,4,1.52,3.59
Graham DeLaet,PGA Championship,2017-08-13,2017,4,0.45,3.09
Graeme McDowell,PGA Championship,2017-08-13,2017,2,-0.83,-0.33
Grayson Murray,PGA Championship,2017-08-13,2017,4,0.87,1.84
Gary Woodland,PGA Championship,2017-08-13,2017,4,0.31,1.84
Hao-Tong Li,PGA Championship,2017-08-13,2017,2,-0.35,0.17
Hideki Matsuyama,PGA Championship,2017-08-13,2017,4,1.12,3.34
Henrik Stenson,PGA Championship,2017-08-13,2017,4,-0.28,2.09
Hudson Swafford,PGA Championship,2017-08-13,2017,2,1.24,-0.33
Ian Poulter,PGA Championship,2017-08-13,2017,4,2.5,1.84
Jonas Blixt,PGA Championship,2017-08-13,2017,2,0.37,-1.33
John Daly,PGA Championship,2017-08-13,2017,2,0.25,-2.33
Jason Day,PGA Championship,2017-08-13,2017,4,0.51,2.34
Jason Dufner,PGA Championship,2017-08-13,2017,4,-0.44,0.34
Jim Furyk,PGA Championship,2017-08-13,2017,2,0.36,-1.83
James Hahn,PGA Championship,2017-08-13,2017,4,0.64,2.09
Jim Herman,PGA Championship,2017-08-13,2017,4,-0.38,1.09
J.B. Holmes,PGA Championship,2017-08-13,2017,4,0.01,1.59
Jason Kokrak,PGA Championship,2017-08-13,2017,4,0.25,1.34
Jamie Lovemark,PGA Championship,2017-08-13,2017,4,0.59,1.34
Joost Luiten,PGA Championship,2017-08-13,2017,2,-0.06,-0.33
Jon Rahm,PGA Championship,2017-08-13,2017,4,-0.38,0.34
Justin Rose,PGA Championship,2017-08-13,2017,2,-0.43,0.17
Jordan Spieth,PGA Championship,2017-08-13,2017,4,-0.02,1.59
Justin Thomas,PGA Championship,2017-08-13,2017,4,1.81,4.09
Jhonattan Vegas,PGA Championship,2017-08-13,2017,2,-2.91,-0.83
Jimmy Walker,PGA Championship,2017-08-13,2017,2,0.68,-0.83
Keegan Bradley,PGA Championship,2017-08-13,2017,4,-0.56,1.34
Kevin Chappell,PGA Championship,2017-08-13,2017,4,-0.82,1.34
Kevin Kisner,PGA Championship,2017-08-13,2017,4,1.48,3.09
Kelly Kraft,PGA Championship,2017-08-13,2017,4,1.47,0.34
Kevin Na,PGA Championship,2017-08-13,2017,2,-0.02,0.17
Kyle Stanley,PGA Championship,2017-08-13,2017,2,-3.63,-1.83
Luke Donald,PGA Championship,2017-08-13,2017,2,0.57,-0.33
Lucas Glover,PGA Championship,2017-08-13,2017,4,0.89,1.34
Luke List,PGA Championship,2017-08-13,2017,2,-0.85,-0.33
Louis Oosthuizen,PGA Championship,2017-08-13,2017,4,0.72,3.59
Lee Westwood,PGA Championship,2017-08-13,2017,4,-0.53,-0.66
Matthew Fitzpatrick,PGA Championship,2017-08-13,2017,2,0.12,-0.83
Mackenzie Hughes,PGA Championship,2017-08-13,2017,2,-0.57,-0.83
Matt Kuchar,PGA Championship,2017-08-13,2017,4,0.39,2.34
Martin Laird,PGA Championship,2017-08-13,2017,2,0.27,-0.33
Marc Leishman,PGA Championship,2017-08-13,2017,4,0.1,2.09
Omar Uresti,PGA Championship,2017-08-13,2017,4,0.43,-1.16
Patrick Cantlay,PGA Championship,2017-08-13,2017,4,0.85,1.34
Paul Casey,PGA Championship,2017-08-13,2017,4,-0.56,2.09
Padraig Harrington,PGA Championship,2017-08-13,2017,2,1.24,-1.33
Phil Mickelson,PGA Championship,2017-08-13,2017,2,-0.49,-2.33
Pat Perez,PGA Championship,2017-08-13,2017,4,-0.12,1.59
Patrick Reed,PGA Championship,2017-08-13,2017,4,1.15,3.59
Patrick Rodgers,PGA Championship,2017-08-13,2017,2,-1.62,-3.83
Peter Uihlein,PGA Championship,2017-08-13,2017,2,0.1,0.17
Rich Beem,PGA Championship,2017-08-13,2017,2,-0.47,-2.83
Rafa Cabrera Bello,PGA Championship,2017-08-13,2017,2,0.87,-0.33
Rickie Fowler,PGA Championship,2017-08-13,2017,4,1.37,3.34
Ryan Fox,PGA Championship,2017-08-13,2017,4,0.17,0.59
Russell Henley,PGA Championship,2017-08-13,2017,4,-1.13,-0.91
Russell Knox,PGA Championship,2017-08-13,2017,2,-1.32,-0.83
Rory McIlroy,PGA Championship,2017-08-13,2017,4,-0.78,1.84
Ryan Moore,PGA Championship,2017-08-13,2017,4,-0.46,2.09
Rod Pampling,PGA Championship,2017-08-13,2017,2,-1.23,-3.83
Rod Perry,PGA Championship,2017-08-13,2017,2,-2.87,-7.33
Richard Sterne,PGA Championship,2017-08-13,2017,4,0.95,1.59
Robert Streb,PGA Championship,2017-08-13,2017,4,0.57,1.84
Ryan Vermeer,PGA Championship,2017-08-13,2017,2,-1.42,-6.33
Scott Brown,PGA Championship,2017-08-13,2017,4,1.32,2.09
Sergio Garcia,PGA Championship,2017-08-13,2017,2,-0.33,-0.83
Scott Hend,PGA Championship,2017-08-13,2017,2,-1.23,0.17
Sung Kang,PGA Championship,2017-08-13,2017,4,0.79,1.09
Si Woo Kim,PGA Championship,2017-08-13,2017,1,-2.96,-4.26
Satoshi Kodaira,PGA Championship,2017-08-13,2017,4,-0.01,0.84
Shane Lowry,PGA Championship,2017-08-13,2017,4,2.19,0.84
Shaun Micheel,PGA Championship,2017-08-13,2017,2,0.1,-0.83
Sean O'Hair,PGA Championship,2017-08-13,2017,4,0.68,1.34
Steve Stricker,PGA Championship,2017-08-13,2017,4,1.1,0.59
Tony Finau,PGA Championship,2017-08-13,2017,4,0.22,1.09
Tommy Fleetwood,PGA Championship,2017-08-13,2017,4,-0.53,0.09
Tyrrell Hatton,PGA Championship,2017-08-13,2017,2,-0.89,-0.33
Thorbjorn Olesen,PGA Championship,2017-08-13,2017,4,0.94,1.09
Thomas Pieters,PGA Championship,2017-08-13,2017,2,-1.52,-3.83
Vijay Singh,PGA Championship,2017-08-13,2017,4,-0.65,-0.41
Wesley Bryan,PGA Championship,2017-08-13,2017,2,0.24,-1.83
William McGirt,PGA Championship,2017-08-13,2017,2,0.71,-0.83
Webb Simpson,PGA Championship,2017-08-13,2017,4,0.27,1.34
Xander Schauffele,PGA Championship,2017-08-13,2017,2,-1.07,-3.33
Yuta Ikeda,PGA Championship,2017-08-13,2017,2,-0.77,-1.33
Y.E. Yang,PGA Championship,2017-08-13,2017,2,-0.93,-3.33
Zach Johnson,PGA Championship,2017-08-13,2017,4,0.74,0.84
Adam Hadwin,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,0.63,2.25
Alexander Noren,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,1.09,0.75
Andres Romero,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,-1.06,-2.25
Adam Scott,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,0.51,1.5
Andy Sullivan,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,1.49,-1
Bryson DeChambeau,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,-0.09,-1.25
Branden Grace,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,0.21,0.75
Bill Haas,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,-0.59,0.25
Brian Harman,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,0.77,-1
Billy Horschel,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,-0.82,-4.25
Brooks Koepka,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,1.93,1.25
Brendan Steele,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,-0.55,1
Bubba Watson,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,0.62,1.25
Bernd Wiesberger,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,-1.76,-0.25
Charley Hoffman,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,1.62,3
Charl Schwartzel,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,-0.35,1
Daniel Berger,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,-0.52,1.25
Dustin Johnson,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,1.36,1.25
Danny Willett,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,-0.72,-4.75
Emiliano Grillo,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,0.48,-1
Francesco Molinari,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,-0.95,1
Gary Woodland,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,-1.57,-1.5
Hideki Matsuyama,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,0.76,4.5
Henrik Stenson,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,0.5,1.25
Hudson Swafford,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,-0.15,1.75
Harold Varner III,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,0.54,-1
Jason Day,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,0.73,1
Jason Dufner,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,-1.2,-1
J.B. Holmes,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,-1.6,-1.25
Jon Rahm,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,0.61,0.75
Justin Rose,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,-1.3,-1.5
Jordan Spieth,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,-0.27,1.5
Justin Thomas,World Golf Championship-Bridgestone Invitational,2017-08-06,2017,4,-1.29,0.75
