season,date,tournament,rank,player,putts_per_round,total_putts,total_rounds
2015,2015-01-12,Hyundai Tournament of Champions,1,Matt Every,28.25,113,4
2015,2015-01-12,Hyundai Tournament of Champions,1,Zach Johnson,28.25,113,4
2015,2015-01-12,Hyundai Tournament of Champions,1,Matt Kuchar,28.25,113,4
2015,2015-01-12,Hyundai Tournament of Champions,4,Patrick Reed,28.5,114,4
2015,2015-01-12,Hyundai Tournament of Champions,5,Chris Kirk,28.75,115,4
2015,2015-01-12,Hyundai Tournament of Champions,5,Hideki Matsuyama,28.75,115,4
2015,2015-01-12,Hyundai Tournament of Champions,7,Bubba Watson,29.0,116,4
2015,2015-01-12,Hyundai Tournament of Champions,8,Ben Crane,29.25,117,4
2015,2015-01-12,Hyundai Tournament of Champions,8,Brendon Todd,29.25,117,4
2015,2015-01-12,Hyundai Tournament of Champions,10,Tim Clark,29.5,118,4
2015,2015-01-12,Hyundai Tournament of Champions,10,Jason Day,29.5,118,4
2015,2015-01-12,Hyundai Tournament of Champions,10,Brian Harman,29.5,118,4
2015,2015-01-12,Hyundai Tournament of Champions,13,Ben Martin,29.75,119,4
2015,2015-01-12,Hyundai Tournament of Champions,13,Ryan Moore,29.75,119,4
2015,2015-01-12,Hyundai Tournament of Champions,13,S.Y. Noh,29.75,119,4
2015,2015-01-12,Hyundai Tournament of Champions,13,Nick Taylor,29.75,119,4
2015,2015-01-12,Hyundai Tournament of Champions,13,Jimmy Walker,29.75,119,4
2015,2015-01-12,Hyundai Tournament of Champions,18,Matt Jones,30.0,120,4
2015,2015-01-12,Hyundai Tournament of Champions,18,John Senden,30.0,120,4
2015,2015-01-12,Hyundai Tournament of Champions,20,Steven Bowditch,30.25,121,4
2015,2015-01-12,Hyundai Tournament of Champions,20,Russell Henley,30.25,121,4
2015,2015-01-12,Hyundai Tournament of Champions,20,Robert Streb,30.25,121,4
2015,2015-01-12,Hyundai Tournament of Champions,23,Sangmoon Bae,30.5,122,4
2015,2015-01-12,Hyundai Tournament of Champions,24,Geoff Ogilvy,30.75,123,4
2015,2015-01-12,Hyundai Tournament of Champions,24,Kevin Streelman,30.75,123,4
2015,2015-01-12,Hyundai Tournament of Champions,24,Camilo Villegas,30.75,123,4
2015,2015-01-12,Hyundai Tournament of Champions,27,Ángel Cabrera,31.0,124,4
2015,2015-01-12,Hyundai Tournament of Champions,27,Chesson Hadley,31.0,124,4
2015,2015-01-12,Hyundai Tournament of Champions,27,Scott Stallings,31.0,124,4
2015,2015-01-12,Hyundai Tournament of Champions,30,Charley Hoffman,31.25,125,4
2015,2015-01-12,Hyundai Tournament of Champions,30,J.B. Holmes,31.25,125,4
2015,2015-01-12,Hyundai Tournament of Champions,32,Hunter Mahan,31.75,127,4
2015,2015-01-12,Hyundai Tournament of Champions,33,Billy Horschel,32.0,128,4
2015,2015-01-18,Sony Open in Hawaii,1,Brian Davis,26.0,104,4
2015,2015-01-18,Sony Open in Hawaii,2,Brian Harman,26.75,107,4
2015,2015-01-18,Sony Open in Hawaii,2,Max Homa,26.75,107,4
2015,2015-01-18,Sony Open in Hawaii,2,Troy Merritt,26.75,107,4
2015,2015-01-18,Sony Open in Hawaii,2,Rory Sabbatini,26.75,107,4
2015,2015-01-18,Sony Open in Hawaii,6,Chad Collins,27.0,108,4
2015,2015-01-18,Sony Open in Hawaii,6,Jerry Kelly,27.0,108,4
2015,2015-01-18,Sony Open in Hawaii,6,Matt Kuchar,27.0,108,4
2015,2015-01-18,Sony Open in Hawaii,6,Kevin Na,27.0,108,4
2015,2015-01-18,Sony Open in Hawaii,10,Russell Henley,27.25,109,4
2015,2015-01-18,Sony Open in Hawaii,10,Robert Streb,27.25,109,4
2015,2015-01-18,Sony Open in Hawaii,10,Justin Thomas,27.25,109,4
2015,2015-01-18,Sony Open in Hawaii,13,Jason Day,27.5,110,4
2015,2015-01-18,Sony Open in Hawaii,13,David Hearn,27.5,110,4
2015,2015-01-18,Sony Open in Hawaii,13,Jason Kokrak,27.5,110,4
2015,2015-01-18,Sony Open in Hawaii,13,Marc Leishman,27.5,110,4
2015,2015-01-18,Sony Open in Hawaii,13,Pat Perez,27.5,110,4
2015,2015-01-18,Sony Open in Hawaii,13,Scott Piercy,27.5,110,4
2015,2015-01-18,Sony Open in Hawaii,13,Jimmy Walker,27.5,110,4
2015,2015-01-18,Sony Open in Hawaii,20,Derek Fathauer,27.75,111,4
2015,2015-01-18,Sony Open in Hawaii,20,Morgan Hoffmann,27.75,111,4
2015,2015-01-18,Sony Open in Hawaii,20,Ryan Palmer,27.75,111,4
2015,2015-01-18,Sony Open in Hawaii,20,Kenny Perry,27.75,111,4
2015,2015-01-18,Sony Open in Hawaii,24,Stuart Appleby,28.0,112,4
2015,2015-01-18,Sony Open in Hawaii,24,Russell Knox,28.0,112,4
2015,2015-01-18,Sony Open in Hawaii,26,Tim Clark,28.25,113,4
2015,2015-01-18,Sony Open in Hawaii,26,Tom Johnson,28.25,113,4
2015,2015-01-18,Sony Open in Hawaii,26,Justin Leonard,28.25,113,4
2015,2015-01-18,Sony Open in Hawaii,26,Jeff Overton,28.25,113,4
2015,2015-01-18,Sony Open in Hawaii,26,Webb Simpson,28.25,113,4
2015,2015-01-18,Sony Open in Hawaii,26,Roger Sloan,28.25,113,4
2015,2015-01-18,Sony Open in Hawaii,26,Boo Weekley,28.25,113,4
2015,2015-01-18,Sony Open in Hawaii,33,Zac Blair,28.5,114,4
2015,2015-01-18,Sony Open in Hawaii,33,James Hahn,28.5,114,4
2015,2015-01-18,Sony Open in Hawaii,33,Jhonattan Vegas,28.5,114,4
2015,2015-01-18,Sony Open in Hawaii,36,J.J. Henry,28.75,115,4
2015,2015-01-18,Sony Open in Hawaii,36,Charles Howell III,28.75,115,4
2015,2015-01-18,Sony Open in Hawaii,36,Colt Knost,28.75,115,4
2015,2015-01-18,Sony Open in Hawaii,36,Shawn Stefani,28.75,115,4
2015,2015-01-18,Sony Open in Hawaii,36,Gary Woodland,28.75,115,4
2015,2015-01-18,Sony Open in Hawaii,41,Sangmoon Bae,29.0,116,4
2015,2015-01-18,Sony Open in Hawaii,41,Harris English,29.0,116,4
2015,2015-01-18,Sony Open in Hawaii,41,Matt Jones,29.0,116,4
2015,2015-01-18,Sony Open in Hawaii,41,Hyung-Sung Kim,29.0,116,4
2015,2015-01-18,Sony Open in Hawaii,41,Scott Langley,29.0,116,4
2015,2015-01-18,Sony Open in Hawaii,46,Daniel Berger,29.25,117,4
2015,2015-01-18,Sony Open in Hawaii,46,Paul Casey,29.25,117,4
2015,2015-01-18,Sony Open in Hawaii,46,Zach Johnson,29.25,117,4
2015,2015-01-18,Sony Open in Hawaii,46,WC Liang,29.25,117,4
2015,2015-01-18,Sony Open in Hawaii,50,Steven Bowditch,29.5,118,4
2015,2015-01-18,Sony Open in Hawaii,50,Chris Kirk,29.5,118,4
2015,2015-01-18,Sony Open in Hawaii,50,Spencer Levin,29.5,118,4
2015,2015-01-18,Sony Open in Hawaii,50,John Peterson,29.5,118,4
2015,2015-01-18,Sony Open in Hawaii,50,Daniel Summerhays,29.5,118,4
2015,2015-01-18,Sony Open in Hawaii,50,Andrew Svoboda,29.5,118,4
2015,2015-01-18,Sony Open in Hawaii,50,Camilo Villegas,29.5,118,4
2015,2015-01-18,Sony Open in Hawaii,57,Stewart Cink,29.75,119,4
2015,2015-01-18,Sony Open in Hawaii,57,Luke Donald,29.75,119,4
2015,2015-01-18,Sony Open in Hawaii,59,Mark Hubbard,30.0,120,4
2015,2015-01-18,Sony Open in Hawaii,59,Nicholas Thompson,30.0,120,4
2015,2015-01-18,Sony Open in Hawaii,59,Brendon Todd,30.0,120,4
2015,2015-01-18,Sony Open in Hawaii,62,Francesco Molinari,30.25,121,4
2015,2015-01-18,Sony Open in Hawaii,62,Nick Taylor,30.25,121,4
2015,2015-01-18,Sony Open in Hawaii,64,Scott Pinckney,30.5,122,4
2015,2015-01-18,Sony Open in Hawaii,64,Michael Putnam,30.5,122,4
2015,2015-01-18,Sony Open in Hawaii,66,Ben Martin,30.75,123,4
2015,2015-01-18,Sony Open in Hawaii,66,Chez Reavie,30.75,123,4
2015,2015-01-18,Sony Open in Hawaii,68,Blayne Barber,31.0,124,4
2015,2015-01-18,Sony Open in Hawaii,68,Kevin Streelman,31.0,124,4
2015,2015-01-18,Sony Open in Hawaii,70,K.J. Choi,31.25,125,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,1,Webb Simpson,24.75,99,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,2,Charley Hoffman,25.0,100,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,3,Gonzalo Fernandez-Castaño,25.25,101,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,4,Scott Verplank,25.5,102,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,5,Matt Kuchar,25.75,103,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,5,Sung Joon Park,25.75,103,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,7,Chad Collins,26.0,104,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,8,Billy Hurley III,26.25,105,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,8,Matt Jones,26.25,105,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,8,Scott Piercy,26.25,105,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,8,Heath Slocum,26.25,105,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,8,Justin Thomas,26.25,105,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,8,Steve Wheatcroft,26.25,105,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,14,Steven Alker,26.5,106,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,14,Brice Garnett,26.5,106,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,14,Danny Lee,26.5,106,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,14,Troy Merritt,26.5,106,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,14,Francesco Molinari,26.5,106,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,19,Erik Compton,26.75,107,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,19,Brian Davis,26.75,107,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,19,Martin Laird,26.75,107,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,19,Jeff Overton,26.75,107,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,23,Brendon de Jonge,27.0,108,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,23,Fabián Gómez,27.0,108,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,23,Bill Haas,27.0,108,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,23,James Hahn,27.0,108,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,23,J.J. Henry,27.0,108,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,23,Brendan Steele,27.0,108,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,23,Nick Watney,27.0,108,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,23,Boo Weekley,27.0,108,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,31,Alex Cejka,27.25,109,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,31,John Huh,27.25,109,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,31,Jason Kokrak,27.25,109,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,31,Michael Putnam,27.25,109,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,31,David Toms,27.25,109,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,36,Graham DeLaet,27.5,110,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,36,David Lingmerth,27.5,110,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,36,Sean O'Hair,27.5,110,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,36,Ryan Palmer,27.5,110,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,36,Scott Stallings,27.5,110,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,36,Shawn Stefani,27.5,110,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,36,Nicholas Thompson,27.5,110,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,43,Martin Flores,27.75,111,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,43,Colt Knost,27.75,111,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,43,Pat Perez,27.75,111,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,43,Rory Sabbatini,27.75,111,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,43,Cameron Tringale,27.75,111,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,43,Mark Wilson,27.75,111,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,49,Blayne Barber,28.0,112,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,49,Jason Bohn,28.0,112,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,49,John Peterson,28.0,112,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,49,Scott Pinckney,28.0,112,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,49,Patrick Reed,28.0,112,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,54,Mark Hubbard,28.25,113,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,54,Phil Mickelson,28.25,113,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,54,Patrick Rodgers,28.25,113,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,54,D.J. Trahan,28.25,113,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,58,Tony Finau,28.5,114,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,58,Retief Goosen,28.5,114,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,58,Adam Hadwin,28.5,114,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,58,Bill Lunde,28.5,114,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,62,Robert Garrigus,28.75,115,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,63,Harris English,29.0,116,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,63,Lucas Glover,29.0,116,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,63,Charles Howell III,29.0,116,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,63,Kevin Streelman,29.0,116,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,67,Keegan Bradley,29.25,117,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,67,Chris Kirk,29.25,117,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,67,Alex Prugh,29.25,117,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,70,Billy Horschel,29.5,118,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,70,George McNeill,29.5,118,4
2015,2015-01-25,Humana Challenge in partnership with the Clinton Foundation,72,Kevin Na,30.0,120,4
2015,2015-02-01,Waste Management Phoenix Open,1,Brandt Snedeker,25.25,101,4
2015,2015-02-01,Waste Management Phoenix Open,2,Brian Harman,25.75,103,4
2015,2015-02-01,Waste Management Phoenix Open,3,Martin Laird,26.5,106,4
2015,2015-02-01,Waste Management Phoenix Open,4,Matt Kuchar,26.75,107,4
2015,2015-02-01,Waste Management Phoenix Open,4,Ryan Moore,26.75,107,4
2015,2015-02-01,Waste Management Phoenix Open,4,Carlos Ortiz,26.75,107,4
2015,2015-02-01,Waste Management Phoenix Open,7,K.J. Choi,27.0,108,4
2015,2015-02-01,Waste Management Phoenix Open,7,Russell Henley,27.0,108,4
2015,2015-02-01,Waste Management Phoenix Open,7,Freddie Jacobson,27.0,108,4
2015,2015-02-01,Waste Management Phoenix Open,7,Justin Leonard,27.0,108,4
2015,2015-02-01,Waste Management Phoenix Open,7,S.Y. Noh,27.0,108,4
2015,2015-02-01,Waste Management Phoenix Open,12,Brian Davis,27.25,109,4
2015,2015-02-01,Waste Management Phoenix Open,12,Kevin Na,27.25,109,4
2015,2015-02-01,Waste Management Phoenix Open,12,Sung Joon Park,27.25,109,4
2015,2015-02-01,Waste Management Phoenix Open,12,Rory Sabbatini,27.25,109,4
2015,2015-02-01,Waste Management Phoenix Open,16,Graham DeLaet,27.5,110,4
2015,2015-02-01,Waste Management Phoenix Open,16,Troy Merritt,27.5,110,4
2015,2015-02-01,Waste Management Phoenix Open,16,Bryce Molder,27.5,110,4
2015,2015-02-01,Waste Management Phoenix Open,16,Patrick Reed,27.5,110,4
2015,2015-02-01,Waste Management Phoenix Open,16,Brian Stuard,27.5,110,4
2015,2015-02-01,Waste Management Phoenix Open,16,Nick Taylor,27.5,110,4
2015,2015-02-01,Waste Management Phoenix Open,16,Michael Thompson,27.5,110,4
2015,2015-02-01,Waste Management Phoenix Open,23,Aaron Baddeley,27.75,111,4
2015,2015-02-01,Waste Management Phoenix Open,23,Jamie Donaldson,27.75,111,4
2015,2015-02-01,Waste Management Phoenix Open,23,Rickie Fowler,27.75,111,4
2015,2015-02-01,Waste Management Phoenix Open,23,Brooks Koepka,27.75,111,4
2015,2015-02-01,Waste Management Phoenix Open,23,Hideki Matsuyama,27.75,111,4
2015,2015-02-01,Waste Management Phoenix Open,23,Jordan Spieth,27.75,111,4
2015,2015-02-01,Waste Management Phoenix Open,29,Ricky Barnes,28.0,112,4
2015,2015-02-01,Waste Management Phoenix Open,29,Jason Bohn,28.0,112,4
2015,2015-02-01,Waste Management Phoenix Open,29,Keegan Bradley,28.0,112,4
2015,2015-02-01,Waste Management Phoenix Open,29,Morgan Hoffmann,28.0,112,4
2015,2015-02-01,Waste Management Phoenix Open,29,Zach Johnson,28.0,112,4
2015,2015-02-01,Waste Management Phoenix Open,29,Matt Jones,28.0,112,4
2015,2015-02-01,Waste Management Phoenix Open,29,Cory Renfrew,28.0,112,4
2015,2015-02-01,Waste Management Phoenix Open,29,Boo Weekley,28.0,112,4
2015,2015-02-01,Waste Management Phoenix Open,37,Brendon de Jonge,28.25,113,4
2015,2015-02-01,Waste Management Phoenix Open,37,Retief Goosen,28.25,113,4
2015,2015-02-01,Waste Management Phoenix Open,37,Russell Knox,28.25,113,4
2015,2015-02-01,Waste Management Phoenix Open,37,Hunter Mahan,28.25,113,4
2015,2015-02-01,Waste Management Phoenix Open,37,Ben Martin,28.25,113,4
2015,2015-02-01,Waste Management Phoenix Open,42,James Hahn,28.5,114,4
2015,2015-02-01,Waste Management Phoenix Open,42,Ryan Palmer,28.5,114,4
2015,2015-02-01,Waste Management Phoenix Open,42,Shawn Stefani,28.5,114,4
2015,2015-02-01,Waste Management Phoenix Open,42,Robert Streb,28.5,114,4
2015,2015-02-01,Waste Management Phoenix Open,46,Kevin Chappell,28.75,115,4
2015,2015-02-01,Waste Management Phoenix Open,46,Harris English,28.75,115,4
2015,2015-02-01,Waste Management Phoenix Open,46,Luke Guthrie,28.75,115,4
2015,2015-02-01,Waste Management Phoenix Open,46,William McGirt,28.75,115,4
2015,2015-02-01,Waste Management Phoenix Open,46,Pat Perez,28.75,115,4
2015,2015-02-01,Waste Management Phoenix Open,46,Jon Rahm,28.75,115,4
2015,2015-02-01,Waste Management Phoenix Open,46,Bubba Watson,28.75,115,4
2015,2015-02-01,Waste Management Phoenix Open,53,Daniel Berger,29.0,116,4
2015,2015-02-01,Waste Management Phoenix Open,53,Jason Kokrak,29.0,116,4
2015,2015-02-01,Waste Management Phoenix Open,53,Justin Thomas,29.0,116,4
2015,2015-02-01,Waste Management Phoenix Open,53,Mark Wilson,29.0,116,4
2015,2015-02-01,Waste Management Phoenix Open,57,Charley Hoffman,29.25,117,4
2015,2015-02-01,Waste Management Phoenix Open,57,George McNeill,29.25,117,4
2015,2015-02-01,Waste Management Phoenix Open,59,Francesco Molinari,29.5,118,4
2015,2015-02-01,Waste Management Phoenix Open,59,Geoff Ogilvy,29.5,118,4
2015,2015-02-01,Waste Management Phoenix Open,59,Michael Putnam,29.5,118,4
2015,2015-02-01,Waste Management Phoenix Open,62,Stewart Cink,29.75,119,4
2015,2015-02-01,Waste Management Phoenix Open,62,Martin Flores,29.75,119,4
2015,2015-02-01,Waste Management Phoenix Open,64,Ángel Cabrera,30.0,120,4
2015,2015-02-01,Waste Management Phoenix Open,64,Tony Finau,30.0,120,4
2015,2015-02-01,Waste Management Phoenix Open,64,Lucas Glover,30.0,120,4
2015,2015-02-01,Waste Management Phoenix Open,64,Brendan Steele,30.0,120,4
2015,2015-02-01,Waste Management Phoenix Open,64,Kevin Streelman,30.0,120,4
2015,2015-02-01,Waste Management Phoenix Open,64,Andrew Svoboda,30.0,120,4
2015,2015-02-01,Waste Management Phoenix Open,64,Jhonattan Vegas,30.0,120,4
2015,2015-02-01,Waste Management Phoenix Open,71,Chad Campbell,30.25,121,4
2015,2015-02-01,Waste Management Phoenix Open,72,Charlie Beljan,30.5,122,4
2015,2015-02-01,Waste Management Phoenix Open,72,Bill Haas,30.5,122,4
2015,2015-02-01,Waste Management Phoenix Open,72,J.B. Holmes,30.5,122,4
2015,2015-02-01,Waste Management Phoenix Open,72,Billy Horschel,30.5,122,4
2015,2015-02-01,Waste Management Phoenix Open,76,Charles Howell III,31.25,125,4
2015,2015-02-08,Farmers Insurance Open,1,Zac Blair,25.75,103,4
2015,2015-02-08,Farmers Insurance Open,2,J.B. Holmes,26.0,104,4
2015,2015-02-08,Farmers Insurance Open,3,Harris English,26.5,106,4
2015,2015-02-08,Farmers Insurance Open,4,Chad Collins,27.0,108,4
2015,2015-02-08,Farmers Insurance Open,4,Jamie Donaldson,27.0,108,4
2015,2015-02-08,Farmers Insurance Open,6,Chris Kirk,27.25,109,4
2015,2015-02-08,Farmers Insurance Open,6,Colt Knost,27.25,109,4
2015,2015-02-08,Farmers Insurance Open,8,David Toms,27.5,110,4
2015,2015-02-08,Farmers Insurance Open,9,K.J. Choi,27.75,111,4
2015,2015-02-08,Farmers Insurance Open,9,Scott Pinckney,27.75,111,4
2015,2015-02-08,Farmers Insurance Open,9,Scott Stallings,27.75,111,4
2015,2015-02-08,Farmers Insurance Open,12,Tony Finau,28.0,112,4
2015,2015-02-08,Farmers Insurance Open,12,Ian Poulter,28.0,112,4
2015,2015-02-08,Farmers Insurance Open,12,Michael Thompson,28.0,112,4
2015,2015-02-08,Farmers Insurance Open,12,Jimmy Walker,28.0,112,4
2015,2015-02-08,Farmers Insurance Open,16,Martin Flores,28.25,113,4
2015,2015-02-08,Farmers Insurance Open,16,Freddie Jacobson,28.25,113,4
2015,2015-02-08,Farmers Insurance Open,16,Camilo Villegas,28.25,113,4
2015,2015-02-08,Farmers Insurance Open,19,Chad Campbell,28.5,114,4
2015,2015-02-08,Farmers Insurance Open,19,Retief Goosen,28.5,114,4
2015,2015-02-08,Farmers Insurance Open,19,Shane Lowry,28.5,114,4
2015,2015-02-08,Farmers Insurance Open,19,Carl Pettersson,28.5,114,4
2015,2015-02-08,Farmers Insurance Open,19,Scott Piercy,28.5,114,4
2015,2015-02-08,Farmers Insurance Open,24,Sangmoon Bae,28.75,115,4
2015,2015-02-08,Farmers Insurance Open,24,Adam Hadwin,28.75,115,4
2015,2015-02-08,Farmers Insurance Open,24,Mark Hubbard,28.75,115,4
2015,2015-02-08,Farmers Insurance Open,24,Carlos Ortiz,28.75,115,4
2015,2015-02-08,Farmers Insurance Open,24,Cameron Percy,28.75,115,4
2015,2015-02-08,Farmers Insurance Open,24,Alex Prugh,28.75,115,4
2015,2015-02-08,Farmers Insurance Open,24,Andres Romero,28.75,115,4
2015,2015-02-08,Farmers Insurance Open,24,Jhonattan Vegas,28.75,115,4
2015,2015-02-08,Farmers Insurance Open,32,Jason Day,29.0,116,4
2015,2015-02-08,Farmers Insurance Open,32,Matt Every,29.0,116,4
2015,2015-02-08,Farmers Insurance Open,32,Andres Gonzales,29.0,116,4
2015,2015-02-08,Farmers Insurance Open,32,Roger Sloan,29.0,116,4
2015,2015-02-08,Farmers Insurance Open,32,Brendan Steele,29.0,116,4
2015,2015-02-08,Farmers Insurance Open,32,Zack Sucher,29.0,116,4
2015,2015-02-08,Farmers Insurance Open,32,Andrew Svoboda,29.0,116,4
2015,2015-02-08,Farmers Insurance Open,32,Steve Wheatcroft,29.0,116,4
2015,2015-02-08,Farmers Insurance Open,40,Bill Haas,29.25,117,4
2015,2015-02-08,Farmers Insurance Open,40,James Hahn,29.25,117,4
2015,2015-02-08,Farmers Insurance Open,40,Whee Kim,29.25,117,4
2015,2015-02-08,Farmers Insurance Open,40,Danny Lee,29.25,117,4
2015,2015-02-08,Farmers Insurance Open,40,Cameron Tringale,29.25,117,4
2015,2015-02-08,Farmers Insurance Open,45,Daniel Berger,29.5,118,4
2015,2015-02-08,Farmers Insurance Open,45,Rickie Fowler,29.5,118,4
2015,2015-02-08,Farmers Insurance Open,45,Robert Garrigus,29.5,118,4
2015,2015-02-08,Farmers Insurance Open,45,Lucas Glover,29.5,118,4
2015,2015-02-08,Farmers Insurance Open,45,Luke Guthrie,29.5,118,4
2015,2015-02-08,Farmers Insurance Open,45,Charles Howell III,29.5,118,4
2015,2015-02-08,Farmers Insurance Open,45,John Huh,29.5,118,4
2015,2015-02-08,Farmers Insurance Open,45,Brian Stuard,29.5,118,4
2015,2015-02-08,Farmers Insurance Open,53,Jonas Blixt,29.75,119,4
2015,2015-02-08,Farmers Insurance Open,53,Brendon de Jonge,29.75,119,4
2015,2015-02-08,Farmers Insurance Open,53,Brian Harman,29.75,119,4
2015,2015-02-08,Farmers Insurance Open,53,Brooks Koepka,29.75,119,4
2015,2015-02-08,Farmers Insurance Open,57,Sean O'Hair,30.0,120,4
2015,2015-02-08,Farmers Insurance Open,57,Nicholas Thompson,30.0,120,4
2015,2015-02-08,Farmers Insurance Open,57,Nick Watney,30.0,120,4
2015,2015-02-08,Farmers Insurance Open,60,Martin Laird,30.25,121,4
2015,2015-02-08,Farmers Insurance Open,60,Spencer Levin,30.25,121,4
2015,2015-02-08,Farmers Insurance Open,62,Keegan Bradley,30.5,122,4
2015,2015-02-08,Farmers Insurance Open,62,Marc Leishman,30.5,122,4
2015,2015-02-08,Farmers Insurance Open,62,Greg Owen,30.5,122,4
2015,2015-02-08,Farmers Insurance Open,62,John Peterson,30.5,122,4
2015,2015-02-08,Farmers Insurance Open,62,John Senden,30.5,122,4
2015,2015-02-08,Farmers Insurance Open,67,Brandt Snedeker,30.75,123,4
2015,2015-02-08,Farmers Insurance Open,68,Ángel Cabrera,31.0,124,4
2015,2015-02-08,Farmers Insurance Open,68,J.J. Henry,31.0,124,4
2015,2015-02-08,Farmers Insurance Open,68,Gary Woodland,31.0,124,4
2015,2015-02-08,Farmers Insurance Open,71,Kyle Stanley,31.25,125,4
2015,2015-02-08,Farmers Insurance Open,72,Jim Herman,31.75,127,4
2015,2015-02-08,Farmers Insurance Open,72,Daniel Miernicki,31.75,127,4
2015,2015-02-08,Farmers Insurance Open,74,Pat Perez,32.25,129,4
2015,2015-02-15,AT&T Pebble Beach National Pro-Am,1,Nick Watney,25.25,101,4
2015,2015-02-15,AT&T Pebble Beach National Pro-Am,2,Chris Stroud,26.0,104,4
