season,date,tournament,rank,player,putts_per_round,total_putts,total_rounds
2017,2017-05-14,THE PLAYERS Championship,41,Sergio Garcia,29.5,118,4
2017,2017-05-14,THE PLAYERS Championship,41,Adam Hadwin,29.5,118,4
2017,2017-05-14,THE PLAYERS Championship,41,Brian Harman,29.5,118,4
2017,2017-05-14,THE PLAYERS Championship,41,Yuta Ikeda,29.5,118,4
2017,2017-05-14,THE PLAYERS Championship,41,Kevin Kisner,29.5,118,4
2017,2017-05-14,THE PLAYERS Championship,41,Hideki Matsuyama,29.5,118,4
2017,2017-05-14,THE PLAYERS Championship,41,Graeme McDowell,29.5,118,4
2017,2017-05-14,THE PLAYERS Championship,41,Francesco Molinari,29.5,118,4
2017,2017-05-14,THE PLAYERS Championship,41,Pat Perez,29.5,118,4
2017,2017-05-14,THE PLAYERS Championship,41,Daniel Summerhays,29.5,118,4
2017,2017-05-14,THE PLAYERS Championship,53,Daniel Berger,29.75,119,4
2017,2017-05-14,THE PLAYERS Championship,53,Billy Hurley III,29.75,119,4
2017,2017-05-14,THE PLAYERS Championship,53,Ben Martin,29.75,119,4
2017,2017-05-14,THE PLAYERS Championship,53,Webb Simpson,29.75,119,4
2017,2017-05-14,THE PLAYERS Championship,57,Jim Herman,30.0,120,4
2017,2017-05-14,THE PLAYERS Championship,57,Dustin Johnson,30.0,120,4
2017,2017-05-14,THE PLAYERS Championship,57,Jimmy Walker,30.0,120,4
2017,2017-05-14,THE PLAYERS Championship,60,Ricky Barnes,30.25,121,4
2017,2017-05-14,THE PLAYERS Championship,60,Keegan Bradley,30.25,121,4
2017,2017-05-14,THE PLAYERS Championship,60,Jason Dufner,30.25,121,4
2017,2017-05-14,THE PLAYERS Championship,63,Emiliano Grillo,30.5,122,4
2017,2017-05-14,THE PLAYERS Championship,63,Sung Kang,30.5,122,4
2017,2017-05-14,THE PLAYERS Championship,63,Bernd Wiesberger,30.5,122,4
2017,2017-05-14,THE PLAYERS Championship,66,Alex Noren,30.75,123,4
2017,2017-05-14,THE PLAYERS Championship,66,Patrick Reed,30.75,123,4
2017,2017-05-14,THE PLAYERS Championship,68,Tommy Fleetwood,31.0,124,4
2017,2017-05-14,THE PLAYERS Championship,68,Branden Grace,31.0,124,4
2017,2017-05-14,THE PLAYERS Championship,68,Chez Reavie,31.0,124,4
2017,2017-05-14,THE PLAYERS Championship,71,Boo Weekley,32.0,128,4
2017,2017-05-21,AT&T Byron Nelson,1,Patrick Reed,25.0,100,4
2017,2017-05-21,AT&T Byron Nelson,2,Will Wilcox,25.5,102,4
2017,2017-05-21,AT&T Byron Nelson,3,Dominic Bozzelli,26.0,104,4
2017,2017-05-21,AT&T Byron Nelson,3,Tom Hoge,26.0,104,4
2017,2017-05-21,AT&T Byron Nelson,5,Jason Day,26.5,106,4
2017,2017-05-21,AT&T Byron Nelson,5,Billy Hurley III,26.5,106,4
2017,2017-05-21,AT&T Byron Nelson,5,Jason Kokrak,26.5,106,4
2017,2017-05-21,AT&T Byron Nelson,5,Louis Oosthuizen,26.5,106,4
2017,2017-05-21,AT&T Byron Nelson,9,Sung Kang,26.75,107,4
2017,2017-05-21,AT&T Byron Nelson,9,Sean O'Hair,26.75,107,4
2017,2017-05-21,AT&T Byron Nelson,11,Brendon Todd,27.0,108,4
2017,2017-05-21,AT&T Byron Nelson,12,Byeong Hun An,27.25,109,4
2017,2017-05-21,AT&T Byron Nelson,12,Ricky Barnes,27.25,109,4
2017,2017-05-21,AT&T Byron Nelson,12,Gary Woodland,27.25,109,4
2017,2017-05-21,AT&T Byron Nelson,15,Ernie Els,27.5,110,4
2017,2017-05-21,AT&T Byron Nelson,15,Morgan Hoffmann,27.5,110,4
2017,2017-05-21,AT&T Byron Nelson,15,Nick Taylor,27.5,110,4
2017,2017-05-21,AT&T Byron Nelson,18,Keegan Bradley,27.75,111,4
2017,2017-05-21,AT&T Byron Nelson,18,Bud Cauley,27.75,111,4
2017,2017-05-21,AT&T Byron Nelson,18,Sergio Garcia,27.75,111,4
2017,2017-05-21,AT&T Byron Nelson,18,Alex Moon,27.75,111,4
2017,2017-05-21,AT&T Byron Nelson,18,Grayson Murray,27.75,111,4
2017,2017-05-21,AT&T Byron Nelson,18,Ryan Palmer,27.75,111,4
2017,2017-05-21,AT&T Byron Nelson,18,Kevin Tway,27.75,111,4
2017,2017-05-21,AT&T Byron Nelson,25,Greg Chalmers,28.0,112,4
2017,2017-05-21,AT&T Byron Nelson,25,Joel Dahmen,28.0,112,4
2017,2017-05-21,AT&T Byron Nelson,25,Jason Dufner,28.0,112,4
2017,2017-05-21,AT&T Byron Nelson,25,Billy Horschel,28.0,112,4
2017,2017-05-21,AT&T Byron Nelson,25,Brooks Koepka,28.0,112,4
2017,2017-05-21,AT&T Byron Nelson,25,Rod Pampling,28.0,112,4
2017,2017-05-21,AT&T Byron Nelson,25,Michael Putnam,28.0,112,4
2017,2017-05-21,AT&T Byron Nelson,25,Scott Stallings,28.0,112,4
2017,2017-05-21,AT&T Byron Nelson,33,Chad Campbell,28.25,113,4
2017,2017-05-21,AT&T Byron Nelson,33,Tony Finau,28.25,113,4
2017,2017-05-21,AT&T Byron Nelson,33,Dustin Johnson,28.25,113,4
2017,2017-05-21,AT&T Byron Nelson,33,Peter Malnati,28.25,113,4
2017,2017-05-21,AT&T Byron Nelson,33,Sebastián Muñoz,28.25,113,4
2017,2017-05-21,AT&T Byron Nelson,33,Geoff Ogilvy,28.25,113,4
2017,2017-05-21,AT&T Byron Nelson,39,Zac Blair,28.5,114,4
2017,2017-05-21,AT&T Byron Nelson,39,Bob Estes,28.5,114,4
2017,2017-05-21,AT&T Byron Nelson,39,Brian Gay,28.5,114,4
2017,2017-05-21,AT&T Byron Nelson,39,Ian Poulter,28.5,114,4
2017,2017-05-21,AT&T Byron Nelson,39,Cameron Tringale,28.5,114,4
2017,2017-05-21,AT&T Byron Nelson,39,Nick Watney,28.5,114,4
2017,2017-05-21,AT&T Byron Nelson,45,Jason Bohn,28.75,115,4
2017,2017-05-21,AT&T Byron Nelson,45,Ryan Brehm,28.75,115,4
2017,2017-05-21,AT&T Byron Nelson,45,Scott Brown,28.75,115,4
2017,2017-05-21,AT&T Byron Nelson,45,Charley Hoffman,28.75,115,4
2017,2017-05-21,AT&T Byron Nelson,45,John Huh,28.75,115,4
2017,2017-05-21,AT&T Byron Nelson,45,Smylie Kaufman,28.75,115,4
2017,2017-05-21,AT&T Byron Nelson,45,Danny Lee,28.75,115,4
2017,2017-05-21,AT&T Byron Nelson,45,Jamie Lovemark,28.75,115,4
2017,2017-05-21,AT&T Byron Nelson,45,Patrick Rodgers,28.75,115,4
2017,2017-05-21,AT&T Byron Nelson,45,Boo Weekley,28.75,115,4
2017,2017-05-21,AT&T Byron Nelson,55,James Hahn,29.0,116,4
2017,2017-05-21,AT&T Byron Nelson,55,Beau Hossler,29.0,116,4
2017,2017-05-21,AT&T Byron Nelson,55,Nicholas Lindheim,29.0,116,4
2017,2017-05-21,AT&T Byron Nelson,55,Kyle Reifers,29.0,116,4
2017,2017-05-21,AT&T Byron Nelson,59,Marc Leishman,29.25,117,4
2017,2017-05-21,AT&T Byron Nelson,59,Spencer Levin,29.25,117,4
2017,2017-05-21,AT&T Byron Nelson,59,Jhonattan Vegas,29.25,117,4
2017,2017-05-21,AT&T Byron Nelson,62,Ryan Armour,29.5,118,4
2017,2017-05-21,AT&T Byron Nelson,62,Ken Duke,29.5,118,4
2017,2017-05-21,AT&T Byron Nelson,62,Scott Piercy,29.5,118,4
2017,2017-05-21,AT&T Byron Nelson,62,D.A. Points,29.5,118,4
2017,2017-05-21,AT&T Byron Nelson,62,Ollie Schniederjans,29.5,118,4
2017,2017-05-21,AT&T Byron Nelson,62,Daniel Summerhays,29.5,118,4
2017,2017-05-21,AT&T Byron Nelson,68,Matt Kuchar,29.75,119,4
2017,2017-05-21,AT&T Byron Nelson,68,Greg Owen,29.75,119,4
2017,2017-05-21,AT&T Byron Nelson,70,Michael Kim,30.25,121,4
2017,2017-05-21,AT&T Byron Nelson,70,J.J. Spaun,30.25,121,4
2017,2017-05-21,AT&T Byron Nelson,70,Brett Stegmaier,30.25,121,4
2017,2017-05-21,AT&T Byron Nelson,73,Seamus Power,30.5,122,4
2017,2017-05-21,AT&T Byron Nelson,74,J.J. Henry,31.25,125,4
2017,2017-05-28,DEAN & DELUCA Invitational,1,Jordan Spieth,25.5,102,4
2017,2017-05-28,DEAN & DELUCA Invitational,2,Sean O'Hair,26.0,104,4
2017,2017-05-28,DEAN & DELUCA Invitational,3,Ángel Cabrera,27.0,108,4
2017,2017-05-28,DEAN & DELUCA Invitational,4,Brian Harman,27.25,109,4
2017,2017-05-28,DEAN & DELUCA Invitational,4,Morgan Hoffmann,27.25,109,4
2017,2017-05-28,DEAN & DELUCA Invitational,4,Webb Simpson,27.25,109,4
2017,2017-05-28,DEAN & DELUCA Invitational,7,Emiliano Grillo,27.5,110,4
2017,2017-05-28,DEAN & DELUCA Invitational,7,Brandt Snedeker,27.5,110,4
2017,2017-05-28,DEAN & DELUCA Invitational,9,David Hearn,27.75,111,4
2017,2017-05-28,DEAN & DELUCA Invitational,9,Zach Johnson,27.75,111,4
2017,2017-05-28,DEAN & DELUCA Invitational,9,Chris Stroud,27.75,111,4
2017,2017-05-28,DEAN & DELUCA Invitational,9,Vaughn Taylor,27.75,111,4
2017,2017-05-28,DEAN & DELUCA Invitational,13,Wesley Bryan,28.0,112,4
2017,2017-05-28,DEAN & DELUCA Invitational,13,Derek Fathauer,28.0,112,4
2017,2017-05-28,DEAN & DELUCA Invitational,13,Whee Kim,28.0,112,4
2017,2017-05-28,DEAN & DELUCA Invitational,13,David Lingmerth,28.0,112,4
2017,2017-05-28,DEAN & DELUCA Invitational,13,Ollie Schniederjans,28.0,112,4
2017,2017-05-28,DEAN & DELUCA Invitational,13,Kevin Streelman,28.0,112,4
2017,2017-05-28,DEAN & DELUCA Invitational,13,Brian Stuard,28.0,112,4
2017,2017-05-28,DEAN & DELUCA Invitational,13,Kevin Tway,28.0,112,4
2017,2017-05-28,DEAN & DELUCA Invitational,21,Ricky Barnes,28.25,113,4
2017,2017-05-28,DEAN & DELUCA Invitational,21,Bud Cauley,28.25,113,4
2017,2017-05-28,DEAN & DELUCA Invitational,21,Harris English,28.25,113,4
2017,2017-05-28,DEAN & DELUCA Invitational,21,Adam Hadwin,28.25,113,4
2017,2017-05-28,DEAN & DELUCA Invitational,21,Kevin Kisner,28.25,113,4
2017,2017-05-28,DEAN & DELUCA Invitational,21,Steve Stricker,28.25,113,4
2017,2017-05-28,DEAN & DELUCA Invitational,21,Michael Thompson,28.25,113,4
2017,2017-05-28,DEAN & DELUCA Invitational,21,Cameron Tringale,28.25,113,4
2017,2017-05-28,DEAN & DELUCA Invitational,29,Jonas Blixt,28.5,114,4
2017,2017-05-28,DEAN & DELUCA Invitational,29,Paul Casey,28.5,114,4
2017,2017-05-28,DEAN & DELUCA Invitational,29,Sergio Garcia,28.5,114,4
2017,2017-05-28,DEAN & DELUCA Invitational,29,Michael Kim,28.5,114,4
2017,2017-05-28,DEAN & DELUCA Invitational,29,Graeme McDowell,28.5,114,4
2017,2017-05-28,DEAN & DELUCA Invitational,29,Robert Streb,28.5,114,4
2017,2017-05-28,DEAN & DELUCA Invitational,35,Ryan Blaum,28.75,115,4
2017,2017-05-28,DEAN & DELUCA Invitational,35,Tony Finau,28.75,115,4
2017,2017-05-28,DEAN & DELUCA Invitational,35,Matt Jones,28.75,115,4
2017,2017-05-28,DEAN & DELUCA Invitational,35,Matt Kuchar,28.75,115,4
2017,2017-05-28,DEAN & DELUCA Invitational,35,Danny Lee,28.75,115,4
2017,2017-05-28,DEAN & DELUCA Invitational,35,Scott Piercy,28.75,115,4
2017,2017-05-28,DEAN & DELUCA Invitational,35,Jon Rahm,28.75,115,4
2017,2017-05-28,DEAN & DELUCA Invitational,35,Xander Schauffele,28.75,115,4
2017,2017-05-28,DEAN & DELUCA Invitational,43,Dominic Bozzelli,29.0,116,4
2017,2017-05-28,DEAN & DELUCA Invitational,43,Chad Campbell,29.0,116,4
2017,2017-05-28,DEAN & DELUCA Invitational,43,Graham DeLaet,29.0,116,4
2017,2017-05-28,DEAN & DELUCA Invitational,43,Bill Haas,29.0,116,4
2017,2017-05-28,DEAN & DELUCA Invitational,43,Billy Hurley III,29.0,116,4
2017,2017-05-28,DEAN & DELUCA Invitational,43,Patton Kizzire,29.0,116,4
2017,2017-05-28,DEAN & DELUCA Invitational,43,Kelly Kraft,29.0,116,4
2017,2017-05-28,DEAN & DELUCA Invitational,43,Ryan Moore,29.0,116,4
2017,2017-05-28,DEAN & DELUCA Invitational,43,J.T. Poston,29.0,116,4
2017,2017-05-28,DEAN & DELUCA Invitational,43,Scott Stallings,29.0,116,4
2017,2017-05-28,DEAN & DELUCA Invitational,53,Brian Gay,29.25,117,4
2017,2017-05-28,DEAN & DELUCA Invitational,53,Geoff Ogilvy,29.25,117,4
2017,2017-05-28,DEAN & DELUCA Invitational,53,Ryan Palmer,29.25,117,4
2017,2017-05-28,DEAN & DELUCA Invitational,53,Nick Watney,29.25,117,4
2017,2017-05-28,DEAN & DELUCA Invitational,57,Stewart Cink,29.5,118,4
2017,2017-05-28,DEAN & DELUCA Invitational,57,Cody Gribble,29.5,118,4
2017,2017-05-28,DEAN & DELUCA Invitational,57,Billy Horschel,29.5,118,4
2017,2017-05-28,DEAN & DELUCA Invitational,57,Yuta Ikeda,29.5,118,4
2017,2017-05-28,DEAN & DELUCA Invitational,57,Curtis Luck,29.5,118,4
2017,2017-05-28,DEAN & DELUCA Invitational,57,Sam Saunders,29.5,118,4
2017,2017-05-28,DEAN & DELUCA Invitational,63,Chez Reavie,29.75,119,4
2017,2017-05-28,DEAN & DELUCA Invitational,63,Nick Taylor,29.75,119,4
2017,2017-05-28,DEAN & DELUCA Invitational,65,Scott Brown,30.0,120,4
2017,2017-05-28,DEAN & DELUCA Invitational,65,Sung Kang,30.0,120,4
2017,2017-05-28,DEAN & DELUCA Invitational,65,Chris Kirk,30.0,120,4
2017,2017-05-28,DEAN & DELUCA Invitational,65,Ben Martin,30.0,120,4
2017,2017-05-28,DEAN & DELUCA Invitational,65,Phil Mickelson,30.0,120,4
2017,2017-05-28,DEAN & DELUCA Invitational,70,Marc Leishman,30.5,122,4
2017,2017-05-28,DEAN & DELUCA Invitational,71,William McGirt,30.75,123,4
2017,2017-05-28,DEAN & DELUCA Invitational,72,Charley Hoffman,31.75,127,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,1,Greg Chalmers,25.5,102,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,1,Kyle Stanley,25.5,102,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,3,Kevin Streelman,26.0,104,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,4,Anirban Lahiri,26.25,105,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,5,Jonas Blixt,26.75,107,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,5,Jason Day,26.75,107,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,5,Padraig Harrington,26.75,107,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,8,K.J. Choi,27.0,108,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,8,Ben Martin,27.0,108,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,8,Brian Stuard,27.0,108,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,8,Peter Uihlein,27.0,108,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,12,Danny Lee,27.25,109,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,12,Justin Thomas,27.25,109,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,14,James Hahn,27.5,110,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,14,Russell Knox,27.5,110,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,14,David Lingmerth,27.5,110,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,14,Jamie Lovemark,27.5,110,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,14,Sam Saunders,27.5,110,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,19,Emiliano Grillo,27.75,111,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,19,Adam Scott,27.75,111,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,21,Kevin Chappell,28.0,112,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,21,Rickie Fowler,28.0,112,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,21,Grayson Murray,28.0,112,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,21,Webb Simpson,28.0,112,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,21,Jordan Spieth,28.0,112,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,21,Vaughn Taylor,28.0,112,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,27,Ricky Barnes,28.25,113,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,27,Graham DeLaet,28.25,113,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,27,Lucas Glover,28.25,113,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,27,Jim Herman,28.25,113,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,27,Kevin Kisner,28.25,113,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,27,Marc Leishman,28.25,113,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,27,Shane Lowry,28.25,113,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,34,Tony Finau,28.5,114,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,34,Bill Haas,28.5,114,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,34,Charley Hoffman,28.5,114,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,34,Zach Johnson,28.5,114,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,34,Søren Kjeldsen,28.5,114,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,34,Curtis Luck,28.5,114,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,34,Ollie Schniederjans,28.5,114,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,34,Brendan Steele,28.5,114,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,34,Camilo Villegas,28.5,114,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,43,Matthew Griffin,28.75,115,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,43,Jason Kokrak,28.75,115,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,43,Sean O'Hair,28.75,115,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,43,Rod Pampling,28.75,115,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,43,Pat Perez,28.75,115,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,43,Daniel Summerhays,28.75,115,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,43,Harold Varner III,28.75,115,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,43,Bubba Watson,28.75,115,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,51,Byeong Hun An,29.0,116,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,51,Jason Dufner,29.0,116,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,51,Sung Kang,29.0,116,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,51,Brooks Koepka,29.0,116,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,51,Hideki Matsuyama,29.0,116,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,51,William McGirt,29.0,116,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,51,Patrick Rodgers,29.0,116,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,51,Charl Schwartzel,29.0,116,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,51,Steve Stricker,29.0,116,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,60,Zac Blair,29.25,117,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,60,Brett Coletta,29.25,117,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,60,Mackenzie Hughes,29.25,117,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,60,Matt Kuchar,29.25,117,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,60,Martin Laird,29.25,117,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,60,Cameron Smith,29.25,117,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,66,Stewart Cink,29.5,118,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,66,D.A. Points,29.5,118,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,68,Ross Fisher,29.75,119,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,68,Phil Mickelson,29.75,119,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,68,Patrick Reed,29.75,119,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,71,Patrick Cantlay,30.0,120,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,71,Gary Woodland,30.0,120,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,73,Alex Cejka,30.25,121,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,74,C.T. Pan,30.5,122,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,75,Bud Cauley,30.75,123,4
2017,2017-06-04,the Memorial Tournament presented by Nationwide,76,Nick Taylor,31.0,124,4
2017,2017-06-11,FedEx St. Jude Classic,1,Julián Etulain,25.75,103,4
2017,2017-06-11,FedEx St. Jude Classic,1,S.Y. Noh,25.75,103,4
2017,2017-06-11,FedEx St. Jude Classic,3,Dominic Bozzelli,26.0,104,4
2017,2017-06-11,FedEx St. Jude Classic,3,Harris English,26.0,104,4
2017,2017-06-11,FedEx St. Jude Classic,3,Steve Wheatcroft,26.0,104,4
2017,2017-06-11,FedEx St. Jude Classic,6,Stewart Cink,26.25,105,4
2017,2017-06-11,FedEx St. Jude Classic,6,Matt Every,26.25,105,4
2017,2017-06-11,FedEx St. Jude Classic,6,Whee Kim,26.25,105,4
2017,2017-06-11,FedEx St. Jude Classic,6,Robert Streb,26.25,105,4
2017,2017-06-11,FedEx St. Jude Classic,6,Braden Thornberry,26.25,105,4
2017,2017-06-11,FedEx St. Jude Classic,11,Rafa Cabrera Bello,26.5,106,4
2017,2017-06-11,FedEx St. Jude Classic,11,Charl Schwartzel,26.5,106,4
2017,2017-06-11,FedEx St. Jude Classic,13,Scott Brown,26.75,107,4
2017,2017-06-11,FedEx St. Jude Classic,13,J.B. Holmes,26.75,107,4
2017,2017-06-11,FedEx St. Jude Classic,13,Grayson Murray,26.75,107,4
2017,2017-06-11,FedEx St. Jude Classic,13,Tyrone Van Aswegen,26.75,107,4
2017,2017-06-11,FedEx St. Jude Classic,17,Derek Fathauer,27.0,108,4
2017,2017-06-11,FedEx St. Jude Classic,17,Brandon Hagy,27.0,108,4
2017,2017-06-11,FedEx St. Jude Classic,17,Seamus Power,27.0,108,4
2017,2017-06-11,FedEx St. Jude Classic,17,Cameron Tringale,27.0,108,4
2017,2017-06-11,FedEx St. Jude Classic,21,Ernie Els,27.25,109,4
2017,2017-06-11,FedEx St. Jude Classic,21,John Huh,27.25,109,4
2017,2017-06-11,FedEx St. Jude Classic,21,Phil Mickelson,27.25,109,4
2017,2017-06-11,FedEx St. Jude Classic,21,Tag Ridings,27.25,109,4
2017,2017-06-11,FedEx St. Jude Classic,21,Will Wilcox,27.25,109,4
2017,2017-06-11,FedEx St. Jude Classic,26,K.J. Choi,27.5,110,4
2017,2017-06-11,FedEx St. Jude Classic,26,Fabián Gómez,27.5,110,4
2017,2017-06-11,FedEx St. Jude Classic,26,Danny Lee,27.5,110,4
2017,2017-06-11,FedEx St. Jude Classic,29,Daniel Berger,27.75,111,4
2017,2017-06-11,FedEx St. Jude Classic,29,Alex Cejka,27.75,111,4
2017,2017-06-11,FedEx St. Jude Classic,29,Brett Drewitt,27.75,111,4
2017,2017-06-11,FedEx St. Jude Classic,29,Ben Martin,27.75,111,4
2017,2017-06-11,FedEx St. Jude Classic,29,Francesco Molinari,27.75,111,4
2017,2017-06-11,FedEx St. Jude Classic,29,Greg Owen,27.75,111,4
2017,2017-06-11,FedEx St. Jude Classic,29,Chris Stroud,27.75,111,4
2017,2017-06-11,FedEx St. Jude Classic,36,Andres Gonzales,28.0,112,4
2017,2017-06-11,FedEx St. Jude Classic,36,Billy Horschel,28.0,112,4
2017,2017-06-11,FedEx St. Jude Classic,36,Brooks Koepka,28.0,112,4
2017,2017-06-11,FedEx St. Jude Classic,36,Graeme McDowell,28.0,112,4
2017,2017-06-11,FedEx St. Jude Classic,36,Trey Mullinax,28.0,112,4
2017,2017-06-11,FedEx St. Jude Classic,41,Ryan Brehm,28.25,113,4
2017,2017-06-11,FedEx St. Jude Classic,41,Brian Campbell,28.25,113,4
2017,2017-06-11,FedEx St. Jude Classic,41,Roberto Castro,28.25,113,4
2017,2017-06-11,FedEx St. Jude Classic,41,Kevin Chappell,28.25,113,4
2017,2017-06-11,FedEx St. Jude Classic,41,Kevin Tway,28.25,113,4
2017,2017-06-11,FedEx St. Jude Classic,46,Steven Alker,28.5,114,4
2017,2017-06-11,FedEx St. Jude Classic,46,Zac Blair,28.5,114,4
2017,2017-06-11,FedEx St. Jude Classic,46,Retief Goosen,28.5,114,4
2017,2017-06-11,FedEx St. Jude Classic,46,Matt Jones,28.5,114,4
2017,2017-06-11,FedEx St. Jude Classic,46,Sebastián Muñoz,28.5,114,4
2017,2017-06-11,FedEx St. Jude Classic,46,Chez Reavie,28.5,114,4
2017,2017-06-11,FedEx St. Jude Classic,52,Chad Campbell,28.75,115,4
2017,2017-06-11,FedEx St. Jude Classic,52,Joel Dahmen,28.75,115,4
2017,2017-06-11,FedEx St. Jude Classic,52,David Hearn,28.75,115,4
2017,2017-06-11,FedEx St. Jude Classic,52,Xander Schauffele,28.75,115,4
2017,2017-06-11,FedEx St. Jude Classic,52,Michael Thompson,28.75,115,4
2017,2017-06-11,FedEx St. Jude Classic,57,Mark Hubbard,29.0,116,4
2017,2017-06-11,FedEx St. Jude Classic,57,Spencer Levin,29.0,116,4
2017,2017-06-11,FedEx St. Jude Classic,57,Will MacKenzie,29.0,116,4
2017,2017-06-11,FedEx St. Jude Classic,57,Michael Putnam,29.0,116,4
2017,2017-06-11,FedEx St. Jude Classic,57,Scott Stallings,29.0,116,4
2017,2017-06-11,FedEx St. Jude Classic,62,Ben Crane,29.25,117,4
2017,2017-06-11,FedEx St. Jude Classic,62,Russell Knox,29.25,117,4
2017,2017-06-11,FedEx St. Jude Classic,62,Rick Lamb,29.25,117,4
2017,2017-06-11,FedEx St. Jude Classic,62,Kyle Reifers,29.25,117,4
2017,2017-06-11,FedEx St. Jude Classic,62,Nick Watney,29.25,117,4
2017,2017-06-11,FedEx St. Jude Classic,67,Luke List,29.5,118,4
2017,2017-06-11,FedEx St. Jude Classic,68,Ryan Armour,29.75,119,4
2017,2017-06-11,FedEx St. Jude Classic,68,Adam Scott,29.75,119,4
2017,2017-06-11,FedEx St. Jude Classic,70,Ian Poulter,30.25,121,4
2017,2017-06-11,FedEx St. Jude Classic,71,Kyle Stanley,30.75,123,4
2017,2017-06-18,U.S. Open,1,Brandon Stone,26.75,107,4
2017,2017-06-18,U.S. Open,2,Hideki Matsuyama,27.0,108,4
2017,2017-06-18,U.S. Open,3,Brendan Steele,27.25,109,4
2017,2017-06-18,U.S. Open,4,Justin Thomas,27.5,110,4
2017,2017-06-18,U.S. Open,5,Tommy Fleetwood,28.0,112,4
2017,2017-06-18,U.S. Open,5,Rickie Fowler,28.0,112,4
